park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Adams Lake Park - Bush Creek Site,tc,0,0,0,0,2456,2711.7,6578.2,6675.7,2903.7,0,0,0,0,0,0,0,2688.2,2754.8,6090.9,4341,2359.7,0,0,0,0,0,0,0,2458.1,2543.9,8052.4,7803.5,2902.8,0,0,0,0,0,0,0,2533.2,3205.7,7092.8,8130.3,2523.7,0,0,0,0,0,0,0,2276.2,3391.5,6784.8,7740.3,2654.5,0,0,0,0,0,0,0,2183.4,4939.3,7073.3,7371.8,2114.7,0,0,0,0,0,0,0,2564.5,4852.1,7323.2,7650.5,1955,0,0,0,0,0,0,0,2813.1,3468.7,7237.2,5148.6,2336.2,0,0,0,0,0,0,0,2549,3477.9,8251.5,7064.9,2055.3,0,0,0,0,0,0,0,2667,5172.3,7926.9,8535.7,2391.9,0,0,0
Akamina-Kishinena Park,ok,0,0,0,0,0,0,1716,1513,663,0,0,0,0,0,0,0,0,7,1297,1608,778,0,0,0,0,0,0,0,0,0,1741,1358,901,0,0,0,0,0,0,0,0,156,81,27,26,4,0,0,0,0,0,0,0,284,2157,2311,797,258,0,0,0,0,0,0,193,1510,3903,3878,1746,521,0,0,0,0,0,0,28,262,1371,1463,374,16,0,0,0,0,0,0,0,583,2484,2425,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandra Bridge Park,south,0,0,0,0,1641.5,4525.5,8060.5,10496.5,6499.5,0,0,0,0,0,0,0,360.5,3514,6195,9285.5,3829,0,0,0,0,0,0,0,490,367.5,231,311.5,6090,0,0,0,0,0,0,0,423.5,588,570.5,780,350,0,0,0,0,0,0,0,269.5,777,847,1050,805,0,0,0,0,0,0,0,0,1001,549.5,714,2415,0,0,0,0,0,0,0,311.5,787.5,787.5,819,1190,0,0,0,0,0,0,0,336,854,728,981,1470,0,0,0,0,0,0,0,304.5,882,686,798,1694,0,0,0,0,0,0,0,318.5,840,731.5,826,1452.5,0,0,0
Alice Lake Park,south,8932,9100,14538.9,0,31795.4,43694.6,85927.8,17467.2,31881.7,20556.6,9530,0,7770,7192.5,10507,3236.9,33675.6,46279.2,73266.8,78298.1,44045.9,18163,8803,0,0,0,0,23404.2,39760.9,42486.5,76838.9,83416.1,47579.1,24274.9,10068.5,9240,9254,9418.5,21218.7,22125.4,12250,58495.3,101875.3,85488.7,47564,24743.4,11250,8855,13258,14273,14627.3,27869.9,44364.2,67618.8,86279.7,103640.6,59485.7,22148.7,12978,8501.5,10069.5,15347.5,9263.2,24647.5,45856.1,71071.6,80365.3,80020.6,42279.2,23983.3,13867,14829.5,16996,18637.5,26098.2,45074.7,60551.5,72952.8,94401.1,81203.2,58138,28939.4,17171,14210,13440,11147.5,16425.5,37274.7,57908.1,83729.8,115196.3,99955.2,71510.2,34015.7,15312.5,15928.5,11865,17577,27590.8,30630.2,58712.2,65209.2,107315.8,88588.1,52027.7,39974.4,19470.5,13930,11753,14700,26636.2,33269.7,59147.7,75545.6,104130.9,89723.6,53294.3,31171.1,0,0
Allison Lake Park,ok,0,0,0,0,3066,2520,3857.7,5160.4,708.9,0,0,0,0,0,0,0,3982.8,2410.8,2884.4,4478.5,1314.4,0,0,0,0,0,0,0,0,286,4515,4641.6,1596.2,0,0,0,0,0,0,0,0,1343.2,4099.8,3943.8,1187.2,0,0,0,0,0,0,0,1170.8,2565.5,4105.6,5062.9,1353.2,0,0,0,0,0,0,0,1282.4,2904.7,4165.4,4863.5,2149.1,719.8,0,0,0,0,0,0,0,1956.5,4066.5,5086.9,920.7,0,0,0,0,0,0,0,0,2439.8,2764.5,4524.4,1401.5,0,0,0,0,0,0,0,140.8,2484.5,4456.4,3464.9,801.4,0,0,0,0,0,0,0,1033.8,3335.8,4088.8,3710.3,910.8,0,0,0
Ancient Forest/Chun T'oh Whudujut Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Flats Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,930,1047,994,1241,0,0,0,0,0,0,0,975,66,211,1052,424,0,0,0
Anhluut'ukwsim Laxmihl Angwinga'asanakwhl Nisga'a [a.k.a. Nisga'a Memorial Lava Bed Park],north,0,0,0,0,38.4,182.4,4943.6,1181.1,121.6,0,0,0,0,0,0,0,585,935.2,4288.8,3695.5,794.5,0,0,0,0,0,0,0,96.8,532.4,3591.6,3800.6,829.5,0,0,0,0,0,0,0,574.5,1561.1,4892.2,6215.9,1586.3,62,0,0,0,0,0,0,361.3,672.9,2844.3,6302.3,1378.4,0,0,0,0,0,0,0,723.7,941.8,4128.7,4787.7,1374.3,0,0,0,0,0,0,0,580.3,678.7,3038.6,7119,1293.5,0,0,0,0,0,0,0,137.5,403.2,1799.4,1376,432,0,0,0,0,0,0,0,258.1,1651.5,3306.9,4533.1,2342.3,0,0,0,0,0,0,0,644.9,1732.7,4697,4291.7,1672.7,0,0,0
Arrow Lakes Park,ok,0,0,0,0,3473.8,2481.3,3882.3,2295.3,2852.2,0,0,0,0,0,0,0,1292.3,2819.9,3440.8,4275.9,3468.8,689.3,0,0,0,0,0,0,3454.8,2197.3,3621.9,4305,3651.7,1192.1,0,0,0,0,0,979,3248.3,2083.3,3762.9,5323,3363.1,0,0,0,0,0,0,0,662.4,3024.7,4179,4997.7,3587.4,0,0,0,0,0,0,0,3396.3,3010.2,4358.3,4733.4,3574.6,0,0,0,0,0,0,0,2693.2,2894.9,4609.9,5368.8,3706.2,0,0,0,0,0,0,0,3067.7,3409.3,5144.4,5605.4,4077.2,0,0,0,0,0,0,0,4594.4,4615.8,6262.6,6111.5,4536.8,0,0,0,0,0,0,0,3897.1,3912.1,5860.7,6393.3,3588.7,0,0,0
Babine Lake Marine Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babine Mountains Park,north,180,203,167,78,93,625,1190,1465,990,315,367,731,489,388,640,343,68,637,1325,1448,802,362,126,156,193,185,213,189,10,290,1200,1465,840,310,0,168,128,105,171,78,0,560,1235,1205,1200,329,0,133,155,141,87,0,0,1085,1800,2080,985,340,0,119,127,126,0,0,0,1050,1805,1855,855,280,0,117,54,42,28,0,0,3460,3130,2540,1730,430,0,0,0,0,0,0,10,2250,3900,2790,2070,830,0,0,0,0,0,0,0,1090,2210,2445,835,530,19,62,37,23,26,12,50,1005,1265,1570,1020,250,0,0
Babine River Corridor Park,north,0,0,0,0,0,0,0,2676,187,331,0,0,0,0,0,0,0,0,0,2060,158,331,0,0,0,0,0,0,0,0,0,2557,198,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,253,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,203,323,0,0
Bamberton Park,west,3873,4357.6,5572.2,5988.5,9815,11663.5,16694.6,14313.4,6717.3,4330.8,2981.9,2920.1,3742.3,3257.8,4968.3,6065.2,7944.4,11871.3,13387.7,14726.8,7114.1,4429.3,3167.4,3164.8,3134.4,3910.8,5487.7,6840.3,8532.5,10336.2,15313.8,15308.2,8997.2,5165.9,3345.3,3032.6,3429.1,3912.5,6166.3,6121.4,7976.1,11137.7,8359.2,12470.9,8216.7,4896.9,3493.9,3348.2,3920.1,2943.3,4821.8,6836.2,9032.3,10928.4,21526.6,14594.2,8092.5,5203.1,4214.8,3175.6,3797.9,4325.6,5179.7,0,12205.3,12281.1,41914.2,11901.8,7822.2,4926.6,4165,3981.2,16509.4,5646,6713.8,31537.3,9584.4,12978.4,15961,15514.1,8487.2,4356.4,3776.7,3309.4,2024.5,4375.5,5501.2,6667.6,5966.9,13158.2,16678.2,17622.4,10734.9,7862.9,5329.8,3173.8,5755.1,5341,5237.8,8141.1,12371.5,12972.5,18714.2,16643.5,9909.1,7739.7,5541.8,4646.2,5338.4,3921.5,7842.7,7672.8,10976.9,13452.9,14811.4,16055.7,8708.4,5774.3,4331.4,0
Bear Creek Park,ok,0,0,0,10474.1,18811.6,30047,49615.2,46833.9,20364.7,4221.6,0,0,0,0,0,10000.9,18430.7,29719.3,43092.1,45321.5,19577.3,3217.5,0,0,0,0,0,12955,27282.9,29751.6,44141,48625.8,27357.8,3855.8,0,0,0,0,3508.6,9952.9,29492.3,32531.7,46086.4,46424.5,24246.2,6846.1,0,0,0,0,0,14825.4,24395.3,34031.7,45879.1,44804.2,29511.6,7007.5,0,0,0,0,3432.1,18623.5,31551.8,38487.7,44961.7,43307.5,29761.2,9374.2,0,0,0,0,5197.5,24426,35723.8,42029,50867,48421.5,28915.9,5978.3,0,0,0,0,461.1,18300.3,30251.2,38388.1,61137,51960.3,33373.4,6631.4,0,0,0,0,2655,18851.7,34735.1,35111.6,57092.2,48195.4,30378.5,6285.3,0,0,0,0,1941.7,21604.7,37849.9,39345.9,60460.9,55599.9,40773.9,9105.8,0,0
Beatton Park,north,0,0,0,0,6408.9,14496.6,16680,11107.7,1353.1,0,0,0,0,0,0,0,5463.5,9993.6,12976.8,7552.4,2499.1,0,0,0,0,0,0,0,6435.2,9819,21111.5,21146.7,1315.8,0,0,0,0,0,0,0,844.8,12191.6,19705.6,14566.5,948.5,0,0,0,0,0,0,0,8371.3,17095.6,11948.3,12421.1,150.4,0,0,0,0,0,0,0,4002.2,8236.7,13218.3,9905.9,1911.9,2146.4,0,0,0,0,0,0,3003.1,8164.2,11630.5,7696.2,856,0,0,0,0,0,0,0,3469.4,10610.6,9587.8,6824,1207.7,0,0,0,0,0,0,0,3489.1,8915.2,11133.9,8580.6,1229.1,0,0,0,0,0,0,0,3419.3,12186.9,12213.9,8641.3,1534.1,0,0,0
Beaumont Park,north,0,0,0,0,2682.4,7102.3,15221.9,13202.9,1879.9,0,0,0,0,0,0,0,2604.6,1507.2,9309.7,2012.8,5012.4,0,0,0,0,0,0,0,4194.7,6651.3,16289.5,13518,2061,0,0,0,0,0,0,0,3160.7,9367.4,15536.8,10886.4,3074.3,0,0,0,0,0,0,0,4981.8,8190,14229.8,13226.3,6021.2,0,0,0,0,0,0,0,4024.7,11307.9,14487.9,10397.4,2353,0,0,0,0,0,0,0,4810.1,8405.8,13724.4,12926.2,1897.2,0,0,0,0,0,0,0,5109.5,8907.5,14237.1,12990.1,2744.2,0,0,0,0,0,0,0,3540.9,7562.9,15494.5,8262.2,3580.1,288,0,0,0,0,0,0,5497.1,8671.4,10394.4,12124.4,1679.8,0,0,0
Bellhouse Park,west,31,49,220,70,269,381,486,707,269,21,10,0,0,17,31,87,280,301,707,413,283,203,17,24,0,32,14,11,11,31,37,58,27,9,4,7,5,5,18,17,12,35,72,54,19,12,5,5,6,2,11,0,20,34,48,136,30,18,3,4,4,6,5,35,172,143,93,305,75,48,2,6,2,6,8,77,90,50,144,109,128,34,2,3,2,5,16,90,118,117,119,168,127,85,4,5,5,79,109,117,114,117,265,217,129,72,7,7,13,7,1,139,126,170,235,140,122,62,11,0
Big Bar Lake Park,tc,0,0,0,0,1649.6,2421.3,4316.1,2549.6,1557.3,0,0,0,0,0,0,0,1207.3,3046.6,2752.2,3244.5,2020.3,0,0,0,0,0,0,0,1251.7,2386.4,4546.4,3280.5,1774.4,0,0,0,0,0,0,0,1262.3,2615.7,3239.4,3443.8,1962.3,0,0,0,0,0,0,0,1279.7,2785.5,3410.1,3022.4,1305.5,0,0,0,0,0,0,0,1337,2761.3,2790.9,1918.1,1727.8,0,0,0,0,0,0,0,1103.6,1958.8,3240.5,2922.4,1566,0,0,0,0,0,0,0,1109.8,1725.7,774.9,300.8,1017.8,0,0,0,0,0,0,0,1565.9,1802.9,2824.3,1844,1334.8,0,0,0,0,0,0,0,1297.2,1702.1,2702.2,2513.5,1242.2,0,0,0
Bijoux Falls Park,north,0,0,0,0,5638.5,11900,18935,15904,9394,6944,0,0,0,0,0,0,6167,10370.5,8326.5,16261,9996,9187.5,0,0,0,0,0,0,5785.5,12138,14938,16163,9586.5,7647.5,0,0,0,0,0,0,6636,15893.5,17027.5,17783.5,10885,8638,0,0,0,0,0,0,0,7385,17885,19064.5,10069.5,4578,0,0,0,0,0,0,5883.5,8505,17223.5,15904,9810.5,4235,0,0,0,0,0,0,5957,6300,10500,14000,10010,4977,0,0,0,0,0,0,3850,12061,14875,16191,10629.5,5250,0,0,0,0,0,0,4147.5,13069,12600,15750,10150,5621,0,0,0,0,0,0,4462.5,13860,14227.5,15463,10395,5733,0,0
Birkenhead Lake Park,south,0,0,0,0,1686.6,2539.6,6088.7,4698.1,2433.7,1463,0,0,0,0,0,0,1218.3,2207.4,4809,5565.6,3098.8,1680,0,0,0,0,0,0,2158.2,2817.1,5922.7,6686.4,2740.9,1676.5,0,0,0,0,0,0,2417.5,3263.6,5621,6494.6,2048.8,0,0,0,0,0,0,0,2289.1,3256.1,5166.3,6460.1,2110.2,0,0,0,0,0,0,0,2909.8,4681.4,5599.8,6208.4,3143.5,0,0,0,0,0,0,0,2823.6,4550.6,6406.8,7083,3095,0,0,0,0,0,0,0,3309.3,5163.2,7042.8,6764.6,3631.8,0,0,0,0,0,0,0,3619.8,5181.3,6967.8,7692.6,1810.8,0,0,0,0,0,0,0,3968,6542.7,6875.5,9537.3,2179.4,0,0,0
Bishop Bay - Monkey Beach Conservancy,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,1285,1691,1740,1012,0,0,0,0,0,0,0,878,1298,1712,1643,939,0,0,0,0,0,0,0,889,1308,1734,1687,1044,0,0,0,0,0,0,0,316,386,549,441,209,0,0,0,0,0,0,0,338,416,598,481,226,0,0,0,0,0,0,0,883,290,1479,1497,736,0,0,0,0,0,0,0,747,1074,1454,1503,100,0,0,0,0,0,0,0,673,1956,1209,1523,692,0,0,0
Blackcomb Glacier Park,south,100156,56598,88963,37338,0,0,0,0,0,0,0,9429,16303,80566,69786,52321,6650,0,0,0,0,0,0,0,0,0,0,53611,6720,0,0,0,0,0,0,0,0,0,0,36180,0,0,0,0,0,0,0,0,0,0,0,35957,0,0,0,0,0,0,0,6370,33526,36911,51910,33979,0,0,0,0,0,0,0,45230,53510,66362,70201,18507,0,0,0,0,0,0,0,40480,52632,51691,46665,29481,0,0,0,0,0,0,0,30691,31603,51799,72703,35100,0,0,0,0,0,0,0,3756,66806,71794,49090,0,0,0,0,0,0,0,0,0
Blanket Creek Park,ok,0,0,0,0,3247.8,4903.1,11013.5,10524,3835.7,0,0,0,0,0,0,0,2396.6,4090.5,17323.6,9699.5,4338,0,0,0,0,0,0,0,2890.9,4024.4,8792.5,11843.8,3930,0,0,0,0,0,0,0,3095.1,4927.9,11687.9,10839.1,4084,0,0,0,0,0,0,0,1030.4,5340.7,19934.9,10533.7,3918,0,0,0,0,0,0,0,3969.3,6942.6,11106.7,10575.2,4698.3,0,0,0,0,0,0,0,3349.9,5911.8,11234,12149.7,5489.5,0,0,0,0,0,0,0,4679.6,7509.9,16454.8,14158.5,7534.8,0,0,0,0,0,0,0,7310.8,12013.4,28334.8,25523.3,8662.4,0,0,0,0,0,0,0,8199.6,14180.9,28797.4,29333.7,8380.5,0,0,0
Bodega Ridge Park,west,0,35,84,28,49,269,371,395,31,17,7,0,0,10,31,49,35,399,521,483,287,21,14,7,0,7,21,8,11,14,23,37,29,3,2,3,2,2,11,7,29,17,31,21,14,2,0,0,0,0,0,0,14,19,37,27,18,5,0,0,0,2,4,28,229,203,130,283,90,3,0,2,0,0,4,7,12,78,99,118,210,62,7,4,0,4,3,4,155,59,192,195,132,18,4,2,2,57,20,19,88,228,160,24,190,22,18,3,11,5,9,19,174,174,233,202,204,14,18,0
Boundary Creek Park,ok,0,0,0,0,2786.1,4446.3,6822.5,7271.3,2957.7,0,0,0,0,0,0,0,1580.7,5905.2,7031.5,6775.3,4221.2,0,0,0,0,0,0,0,2452.7,3921.6,6016.4,9113.3,3811.6,0,0,0,0,0,0,0,1793.3,3769.6,5017.8,5746.2,3650.7,0,0,0,0,0,0,0,2119.7,3287.3,5599.6,5712.1,2380.3,0,0,0,0,0,0,0,1730.3,4353.6,5848.8,4650.3,1871.9,0,0,0,0,0,0,0,0,2808.7,5266.9,6012.2,1885.6,0,0,0,0,0,0,0,3472.8,4514.4,4144.5,2216.9,2189.2,0,0,0,0,0,0,0,3038.4,4612.4,6071.8,5725.2,3175.3,0,0,0,0,0,0,0,3878.6,4892.3,6302.8,5896.6,2442.1,0,0,0
Bowron Lake Park,tc,0,0,0,0,1237.2,3868.4,10309.2,11347.4,6529.2,0,0,0,0,0,0,0,968.8,4036.2,9915.2,10563,5497,0,0,0,0,0,0,0,753.8,3322,8466.2,10965.6,3698.4,0,0,0,0,0,0,0,1079.4,3209.4,9099.4,10720.8,3851.6,0,0,0,0,0,0,0,891,3955.6,9196,11055,4369.6,0,0,0,0,0,0,0,1479.2,3994,8438,11052,4118.8,0,0,0,0,0,0,0,1809.4,4418.2,10005.6,10907,5051,0,0,0,0,0,0,0,1622.8,5041.2,2723,8515.4,4475,0,0,0,0,0,0,0,1841.2,5568.6,9925.4,9639.2,4347.8,0,0,0,0,0,0,0,1665.8,5202.8,9629.4,9645,4022.8,0,0,0
Boyle Point Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandywine Falls Park,south,0,0,0,0,5761.5,22484,43050,38615.5,25868.5,0,0,0,0,0,0,0,7910,25998.5,39179,40978,32181,5708.5,0,0,0,0,0,0,6674.5,10944.5,39011,26064.5,21042,2772,0,0,0,0,0,0,6037.5,32662,17034.5,18791.5,20237.5,4732,0,0,0,0,0,0,7042,14910,39078.5,24504.5,17818.5,10447.5,0,0,0,0,0,0,15568,14840,36855,38482.5,16096.5,18977,0,0,0,0,0,18368,28500.5,36109.5,51593.5,50225,37387,12960.5,0,0,0,0,0,0,24573.5,41160,54967.5,54418,44856,14129.5,0,0,0,0,0,0,37450,46585,63045.5,65723,32676,27205.5,0,0,0,0,0,0,37478,50382.5,57809.5,63175,38342.5,17990,0,0
Bridal Veil Falls Park,south,0,0,0,9339,15516,16425.5,26826,30343,15602,4687.5,0,0,0,0,0,14889,14651,28186,23897,33621.5,17218.5,2925,0,0,0,0,0,6391,17325,16429,28107.5,32012.5,19276,4539.5,0,0,0,0,0,10619.5,20953,26397.5,33558.5,32892,21252.5,6687.5,0,0,0,0,0,14099,7194,20008.5,15610,30901,19140,8904.5,0,0,0,0,0,12841.5,16625,17027.5,38220.5,42518.5,57848.5,10406.5,0,0,0,0,0,12631.5,35102,31080.5,50929,39571.5,27370.5,7313,0,0,0,0,0,12124,30793.5,30356,38273,53886.5,34825.5,9710.5,0,0,0,0,0,15662.5,39918,30524,43194,37818,28389,5875.5,0,0,0,0,0,11588.5,30462,34543,42526.5,43527.5,26391.5,7833,0,0
Bridge Lake Park,tc,0,0,0,0,0,1838.6,4981.7,3893.8,1086.8,0,0,0,0,0,0,0,0,1057.1,3319.4,4036.3,1889.4,0,0,0,0,0,0,0,0,1180.9,2000.5,2732.5,1317.4,0,0,0,0,0,0,0,0,1012.4,2327.3,2677.9,1744.6,0,0,0,0,0,0,0,0,1088.5,2018.3,3609.9,1282.7,0,0,0,0,0,0,0,224,9309.1,8434.6,7908.3,2502.5,0,0,0,0,0,0,0,1813.3,3684.4,4538.3,4647.5,2406.3,0,0,0,0,0,0,0,2775.8,5496.9,2129.1,1052.2,0,0,0,0,0,0,0,0,2656.8,6319.7,5363.5,4565,2300.8,0,0,0,0,0,0,0,2370.5,5086.9,4042.3,3718.1,2465.7,0,0,0
Bromley Rock Park,ok,0,0,0,3128,8996.8,14738.1,50188.6,45721.4,11898.1,6656.6,0,0,0,0,0,3448,11693.3,8713.3,16218,51349,14661.9,9983,0,0,0,0,0,2676.9,9145,9229.1,16245.1,41795.3,13205.1,0,0,0,0,0,0,2400.4,8400.6,11180.6,22635.3,46124.2,13253.5,0,0,0,0,0,0,3218.7,8082.5,10860.6,21779.1,19071,12895.2,0,0,0,0,0,0,6156.1,12744.7,17140.3,25943.1,23114.7,13304.6,3601.1,0,0,0,0,0,5140.2,9534.8,11778,18928.3,24535.4,5558.2,0,0,0,0,0,0,5530.8,9493.8,11454,22083.7,23501.6,10724.5,0,0,0,0,0,0,5413.8,7805.3,12399.1,22366.1,21740.4,12135.3,0,0,0,0,0,0,5368,9115.3,11814,21354.3,23359.3,9417.2,0,0,0
Broughton Archipelago Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buccaneer Bay Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckinghorse River Wayside Park,north,0,0,0,0,2303.7,1330.6,4778.2,2970,2089.2,0,0,0,0,0,0,0,1191.6,809.7,577.1,1904.6,418.5,0,0,0,0,0,0,0,461.4,1397.2,2346.2,3994.4,246.4,268.8,0,0,0,0,0,0,1304.8,1018.2,2669,3128.8,2209.6,0,0,0,0,0,0,0,211.2,438.4,10373.3,10373.3,2402.3,0,0,0,0,0,0,0,284.8,595.2,2964.4,5452.8,3019.5,0,0,0,0,0,0,0,942.1,5289,9217.4,14283.3,16498.5,0,0,0,0,0,0,0,1184.3,5413.8,6686,5305.2,4106.7,0,0,0,0,0,0,0,944.7,3223,3607.5,2461.8,826.2,0,0,0,0,0,0,0,1981.6,2799.5,8784.7,2960.1,1224.9,0,0,0
Bugaboo Park,ok,0,0,0,0,0,6,1569,1262,318,0,1,0,0,0,0,0,0,117,1160,2462,662,0,0,0,0,0,0,0,0,357,1231,2450,621,8,0,0,0,0,0,0,0,48,1522,2264,421,4,0,0,0,0,0,0,0,97,2035,2125,528,2,0,0,0,0,0,0,1,184,2217,2551,454,170,0,0,0,0,0,0,0,381,3661,3497,661,0,0,0,0,0,0,0,0,291,3586,4340,290,0,0,0,0,0,0,0,0,477,2807,4706,846,0,0,0,0,0,0,0,0,362,3043,3997,826,0,0,0
Bull Canyon Park,tc,0,0,0,0,0,2525.4,2885.7,75.8,1252.1,0,0,0,0,0,0,0,0,1642.9,4213.8,4103.4,1029,0,0,0,0,0,0,0,0,1014.1,5839,2831.8,1497.7,0,0,0,0,0,0,0,0,1687.9,4126.4,3662.7,1484.3,0,0,0,0,0,0,0,0,959.2,3273.2,4080.5,1355,0,0,0,0,0,0,0,1188.8,2202.4,4011.6,4025.3,1574.5,0,0,0,0,0,0,0,1426.5,3273.5,3828.9,4433.6,1127.8,0,0,0,0,0,0,0,1346.9,3273.5,563.9,0,0,0,0,0,0,0,0,0,2194.5,3673.1,2937.9,4080.6,1324.1,0,0,0,0,0,0,0,2173.5,3380.9,2503.1,4356.3,1299.7,0,0,0
Burgoyne Bay Park,west,808,616,651,766,651,868,1221,1179,850,339,38,0,203,472,413,174,416,1169,1848,1648,1239,521,612,73,297,329,616,71,193,250,440,669,552,119,51,42,72,63,116,86,176,431,2846.5,10101.5,8063.5,7795,6457.5,5436,6426,5083.5,6730,6422.5,7060,8630.5,10218.5,11920,5637.5,5722.5,6537.5,6477.5,6017,6769.5,8185.5,8490.5,9464,8603,11581.5,11746,8970.5,8141,6174,5057.5,4277,6247.5,8382.5,8746.5,9961,10360,11298,9142,10692.5,7682.5,6751.5,4690,6002.5,4350.5,8991.5,6779.5,9243.5,9306.5,11949,9023,3699.5,8974,6373.5,6629,4959.5,7297.5,6965,8165.5,5481,5866,11833.5,13482,8256.5,8960,6856.5,6293,7098,6401.5,9404.5,8718.5,9509.5,9828,11802,12866,10045,8809.5,4021.5,0
