park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Syringa Park,ok,0,0,0,0,5096,7969.5,17363.5,12883.5,4756.5,0,0,0,0,0,0,0,4949,7049,20251,19061,6629,0,0,0,0,0,0,0,8729,9212,30362.5,26302.5,11200,0,0,0,0,0,0,0,10262,14000,32525.5,23723,9457,0,0,0,0,0,0,0,2100,14227.5,31290,24514,11690,0,0,0,0,0,0,0,8911,13310.5,24055.5,53441.5,8382.5,0,0,0,0,0,0,0,7227.5,13762,24731,20835.5,9485,0,0,0,0,0,0,318.5,14934.5,15865.5,34513.5,25812.5,10398.5,0,0,0,0,0,0,2600.5,15071,19124,35014,8834,6142.5,0,0,0,0,0,0,630,8795.5,18144,28119,29848,12481,0,0,
Ta Ch'ila Park [a.k.a. Boya Lake Park],north,0,0,0,0,1064,2642.5,9845.5,0,857.5,0,0,0,0,0,0,0,826,3587.5,2562,3013.5,805,0,0,0,0,0,0,0,563.5,1750,3325,2849,1228.5,0,0,0,0,0,0,0,1137.5,2656.5,3076.5,2961,1281,0,0,0,0,0,0,0,1487.5,5943,3125.5,2765,0,0,0,0,0,0,0,0,1085,2733.5,2145.5,1347.5,1501.5,0,0,0,0,0,0,0,2919,8659,5593,6979,0,0,0,0,0,0,0,0,1652,2891,4459,4168.5,3164,0,0,0,0,0,0,0,1151.5,3265.5,3927,2642.5,2334.5,0,0,0,0,0,0,0,1078,2607.5,3479,1505,1536.5,0,0,
Tantalus Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tatlatui Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taylor Arm Park,west,514.5,521.5,584.5,868,1561,1456,6615,6121.5,2450,784,1015,577.5,1064,682.5,423.5,1750,1624,1995,11193,25434.5,4119.5,1323,1204,563.5,350,595,770,3220,14154,9642.5,22967,13737.5,13517,5341,2653,553,843.5,714,983.5,906.5,2275,2327.5,8508.5,5418,3300.5,1127,591.5,416.5,752.5,665,738.5,1316,1820,9800,10395,8932,9285.5,1820,938,535.5,791,633.5,5001.5,1316,5001.5,5705,7143.5,8820,2667,1592.5,724.5,770,679,668.5,1092,1631,2845.5,8435,6559,7850.5,2775.5,1354.5,934.5,70,238,276.5,1067.5,1473.5,3892,4347,9691.5,10818.5,5393.5,749,717.5,686,567,609,913.5,1932,4060,3454.5,12922,9250.5,3290,1704.5,857.5,836.5,868,724.5,1568,1778,4473,4907,8967,8473.5,4515,1099,280,
Teakerne Arm Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ten Mile Lake Park,tc,0,0,0,0,2124.5,14087.5,20366.5,6464.5,2019.5,0,0,0,0,0,0,0,4161.5,10909.5,12936,10573.5,8298.5,0,0,0,0,0,0,0,5183.5,3276,20842.5,12638.5,7770,0,0,0,0,0,0,0,4893,15197,17374,14063,5418,0,0,0,0,0,0,0,5351.5,12281.5,18308.5,12208,6275.5,0,0,0,0,0,0,0,12726,10251.5,54656,24619,6496,0,0,0,0,0,0,0,8769.5,14202.5,17326,15724.5,7530.5,0,0,0,0,0,0,0,9578.5,16093.5,6107.5,10962,6790,0,0,0,0,0,0,0,9912,13464.5,16891,17083.5,6930,0,0,0,0,0,0,0,9411.5,14535.5,13412,14570.5,7073.5,0,0,
Tetrahedron Park,south,73,157,210,70,70,77,147,157,220,67,45,110,682,206.5,108.5,56,0,115,171,175,189,73,77,175,133,129,119,0,22,15,39,180,111,122,22,104,215,0,0,0,0,0,0,198,150,177,62,78,61,37,98,48,90,184,330,233,201,72,90,61,81,64,62,58,119,119,104,171,213,126,92,54,26,50,77,35,185,150,261,289,188,134,74,55,131,146,44,102,114,146,274,300,260,213,41,112,91,94,87,48,36,172,360,238,202,144,72,120,131,149,198,70,165,240,448,271,120,223,0,
Top of the World Park,ok,0,0,0,0,0,45,527,474,239,0,0,0,0,0,0,0,0,0,0,350,117,0,0,0,0,0,0,0,0,214,467,511,302,0,0,0,0,0,0,0,0,335,612,497,192,0,0,0,0,0,0,0,0,315,377,195,125,0,0,0,0,0,0,0,0,403,439,476,295,0,0,0,0,0,0,0,0,526,673,725,574,175,0,0,0,0,0,0,75,371,785,1312,316,331,0,0,0,0,0,0,0,433,632,838,395,0,14,25,5,12,8,0,0,443,696,958,428,168,0,
Tribune Bay Park,west,1393,1102.5,1505,1981,2845.5,4770.5,17255,18420.5,5418,1515.5,791,462,1232,2464,1186.5,1764,2667,4410,15589,24510.5,5957,1393,1123.5,1137.5,1004.5,1134,955.5,3454.5,3321.5,4147.5,14857.5,18340,5778.5,2142,1095.5,787.5,665,1568,1407,1638,3454.5,4511.5,18109,16180.5,4886,2033.5,1004.5,1270.5,2376.5,1179.5,1589,3094,3017,4921,14273,17360,5355,1774.5,1071,2222.5,1403.5,2803.5,2065,2817.5,4980.5,7553,16534,17822,5068,2303,1802.5,1466.5,1165.5,3811.5,2485,3300.5,3409,6548.5,18564,20212.5,5131,3178,1820,1645,2254,2597,1442,2334.5,4910.5,7024.5,20300,23810.5,6954.5,3076.5,1792,2859.5,1876,2051,2170,4802,10188.5,7966,23744,29323,7217,3038,2264.5,2527,1424.5,1970.5,4158,4049.5,7056,10493,21903,24566.5,7266,3265.5,2474.5,
Ts'il?os Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.5,560,224,0,0,0,0,0,0,231,0,301,462,395.5,56,0,0,0,0,0,0,21,189,402.5,437.5,259,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tudyah Lake Park,north,0,0,0,0,339.5,2341.5,3885,3930.5,1403.5,0,0,0,0,0,0,0,934.5,2086,3024,0,1753.5,0,0,0,0,0,0,0,724.5,3062.5,8148,5915,665,0,0,0,0,0,0,0,535.5,3052,3395,6160,2639,0,0,0,0,0,0,0,175,3671.5,3580.5,3573.5,1991.5,0,0,0,0,0,0,0,1389.5,3570,2572.5,3797.5,1998.5,0,0,0,0,0,0,0,1564.5,1214.5,4287.5,4105.5,1197,0,0,0,0,0,0,0,1599.5,2940,3052,3153.5,731.5,0,0,0,0,0,0,0,1648.5,2628.5,3832.5,3062.5,927.5,0,0,0,0,0,0,0,1487.5,2485,2632,3108,843.5,0,0,
Tunkwa Park,tc,0,0,0,0,5740,5607,6783,6027,6342,1851.5,0,0,0,0,0,0,6174,9177,9453.5,8627.5,5456.5,1547,0,0,0,0,0,535.5,6282.5,7203,13520.5,8274,5733,1711.5,0,0,0,0,0,546,5383,7514.5,10496.5,8757,8746.5,2709,0,0,0,0,0,749,6167,14455,8428,7217,5663,3265.5,0,0,0,0,0,0,6674.5,7738.5,7808.5,8078,6163.5,2793,0,0,0,0,0,2821,7654.5,7654.5,8715,7276.5,5890.5,1393,0,0,0,0,0,868,6639.5,3881.5,6727,5386.5,4602.5,1102.5,0,0,0,0,0,0,6762,6748,6902,4865,5232.5,910,0,0,0,0,0,0,5124,6366.5,6622,6559,5803,1134,0,
Tweedsmuir Park,tc,0,0,0,0,0,5342.5,11882,9576,0,0,0,0,0,0,0,0,0,2413,9431.5,8253,0,0,0,0,0,0,0,0,0,1734,5442.5,7095,0,0,0,0,0,0,0,0,0,1805.5,8183.5,7599.5,0,0,0,0,0,0,0,0,0,1452.5,6100.5,6156.5,0,0,0,0,0,0,0,0,0,3398.5,9537.5,7087.5,9513,3482.5,0,0,0,0,0,0,0,3559.5,8788.5,5782,7745.5,1480.5,0,0,0,0,0,0,0,3223.5,6699,7427,13384,5029.5,0,0,0,0,0,0,0,3475.5,9618,7171.5,12519.5,4249,0,0,0,0,0,0,0,0,0,13755,17433.5,5841.5,0,
Tyhee Lake Park,north,500.5,1295,1592.5,0,9971.5,18515,24356.5,14514.5,5428.5,0,1344,1050,528.5,371,1578.5,0,8197,12488,14966,20737.5,5614,1998.5,637,1221.5,1767.5,1057,1351,2947,9453.5,12164.5,27195,18641,9128,2131.5,3073,2271.5,1487.5,1011.5,0,0,11595.5,12305,15837.5,22088.5,7756,2492,2747.5,2537.5,1858.5,0,0,0,10090.5,13895,22592.5,16205,5292,1659,717.5,4497.5,1137.5,0,0,0,12701.5,17996.5,19022.5,12414.5,6646.5,2625,2002,3839.5,2005.5,0,0,0,13667.5,16523.5,19152,15529.5,3629.5,2138.5,1823,3625,1543.5,0,0,0,10139.5,15911,20363,17969,4536,2142,1514,1764,1767.5,203,2506,6580,14290.5,20664,30205,23268,6940.5,2513,2425.5,1064,0,0,0,4879,2520,15225,19831,14805,8323,0,0,
Valhalla Park,ok,0,0,0,0,0,0,899,1097,0,0,0,0,0,0,0,0,162,172,496,694,443,0,0,0,0,0,0,0,162,157,926,1782,1060,56,0,0,0,0,0,0,0,195,1044,1640,820,101,0,0,0,0,0,0,0,244,993,1314,1081,74,0,0,0,0,0,0,0,183,1187,1418,713,155,0,0,0,0,0,0,199,537,1544,1918,916,27,0,0,0,0,0,0,0,305,1488,1647,1286,129,0,0,0,0,0,0,235,346,700,535,293,129,0,0,0,0,0,0,281,903,1878,2117,1231,135,0,
Vaseux Lake Park,ok,0,0,0,4067,5390,8032.5,5526.5,5404,4914,1736,0,0,0,0,0,4102,4966.5,5176.5,7063,6051.5,4592,1340.5,0,0,0,0,0,4357.5,5281.5,5750.5,6433,5624.5,5313,1109.5,0,0,0,0,1211,4151,5810,5722.5,5390,5414.5,4788,1900.5,0,0,0,0,0,4525.5,5743.5,5187,5365.5,5561.5,5197.5,2681,0,0,0,0,1470,3955,5848.5,5064.5,5351.5,5078.5,4956,2411.5,0,0,0,0,0,4676,6300,5596.5,6132,5442.5,5687.5,2271.5,0,0,0,0,0,3804.5,6587,6576.5,6776,6517,6062,4077.5,0,0,0,0,0,4354,6776,5995.5,6538,6254.5,5985,3608.5,0,0,0,0,0,5288.5,7154,5943,6643,6779.5,5421.5,4508,0,
Wakes Cove Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wallace Island Marine Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Walloper Lake Park,tc,0,0,0,0,1246,2481.5,3020.5,2352,1326.5,1162,0,0,0,0,0,0,1305.5,2695,0,3321.5,1155,1057,0,0,0,0,0,0,1624,2257.5,3454.5,2747.5,2142,553,0,0,0,0,0,0,1596,2110.5,3587.5,3192,2051,924,0,0,0,0,0,0,1669.5,2814,3538.5,3041.5,1823.5,0,0,0,0,0,0,0,1603,4196.5,3321.5,2373,2261,0,0,0,0,0,0,0,1624,1298.5,1148,1974,581,399,0,0,0,0,0,0,1526,3087,2338,3248,3101,0,0,0,0,0,0,0,1998.5,2870,2268,2530.5,1981,0,0,0,0,0,0,0,1715,2418.5,1918,2583,1886.5,0,0,
Walsh Cove Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wasa Lake Park,ok,0,0,0,0,3216.5,12117,32693.5,22246,5337.5,0,0,0,0,0,0,0,4861.5,18798.5,41328,39235,10972.5,0,0,0,0,0,0,0,5904.5,15372,27597.5,27562.5,10913,0,0,0,0,0,0,0,6706,14031.5,32308.5,28157.5,7938,0,0,0,0,0,0,0,5460,15354.5,41072.5,32235,6954.5,0,0,0,0,0,0,0,9961,21010.5,31601.5,24776.5,5180,0,0,0,0,0,0,0,11837,19033,33201,30236.5,4959.5,0,0,0,0,0,0,0,9086,15855,37814,28570.5,6758.5,0,0,0,0,0,0,0,11592,16765,33400.5,25536,6230,0,0,0,0,0,0,0,10255,15655.5,24178,30681,7973,0,0,
Weewanie Hot Springs Park,north,0,0,0,0,486.5,1204,1127,1316,560,0,0,0,0,0,0,0,174,310,372,513,130,0,0,0,0,0,0,0,165,295,353,487,124,0,0,0,0,0,0,0,170,303,363,500,127,0,0,0,0,0,0,0,201,341,316,496,264,0,0,0,0,0,0,0,188,154,397,416,163,0,0,0,0,0,0,0,201,166,433,454,176,0,0,0,0,0,0,0,188,339,705,377,269,0,0,0,0,0,0,0,197,231,755,589,193,0,0,0,0,0,0,0,350,358,439,327,148,0,0,
Wells Gray Park,tc,1839.5,3128,3412.5,2838.5,15995.5,33956,42091,54688,33764,5852,1113,1018,2016.5,2744.5,2297,2752,17146,30965.5,52860.5,55804.5,36252,16842,840,1246,1710,3391,2352,2865.5,22634,35502,62376.5,69128,44265.5,4488,1641.5,1945,2775,2058,3242,1596,16697.5,38437.5,60407,73881,39767,7494,1158.5,1923.5,3996,3221.5,3291,3716,15727.5,44187.5,82744.5,67496.5,38360.5,7896,2180.5,1362.5,1241.5,1827.5,2590.5,7597.5,22284,53016.5,70902,67493.5,57331,11394,1291.5,2451.5,2620,2610.5,1822.5,4133.5,26873.5,57357,89823.5,95592.5,66891,17276,2530.5,4634.5,0,0,0,0,18161.5,37040.5,25956,60168.5,57697.5,0,0,0,0,0,0,0,21469,32242,39032,75768,63336,0,0,0,0,0,0,0,18924.5,35164.5,40008.5,65380,54950,0,0,
West Lake Park,north,0,0,0,0,18466,14991.5,32622,13180.5,10986.5,0,0,0,0,0,0,0,3506,11148,7502.5,17150.5,9954,0,0,0,0,0,0,0,12904.5,8361.5,27555.5,12015.5,10409,0,0,0,0,0,0,0,11921,9404.5,31031,14075,10552.5,0,0,0,0,0,0,0,13088.5,29110,41907,36432.5,24195.5,0,0,0,0,0,0,0,13828.5,30793,20918.5,21630,5558,19863.5,0,0,0,0,0,0,13009.5,17300.5,20629.5,10699,6846,0,0,0,0,0,0,0,7611,17709.5,21373.5,20608,8631,0,0,0,0,0,0,0,2824.5,17648.5,17394,356,6492.5,0,0,0,0,0,0,0,3577,13400,15382,16103,7014,0,0,
West Shawnigan Lake Park,west,0,0,0,0,4431,3283,5341,4924.5,1935.5,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Whiskers Point Park,north,0,0,0,0,1550.5,4084.5,4567.5,3892,857.5,0,0,0,0,0,0,0,0,3227,3038,3951.5,588,0,0,0,0,0,0,0,843.5,5810,6713,14094.5,570.5,0,0,0,0,0,0,0,1813,9436,11581.5,10118.5,3157,0,0,0,0,0,0,0,2569,5526.5,7980,6982.5,1802.5,0,0,0,0,0,0,0,794.5,4697,4018,7297.5,689.5,0,0,0,0,0,0,0,567,2534,4315.5,5008.5,591.5,0,0,0,0,0,0,0,2257.5,4004,5495,5421.5,2387,0,0,0,0,0,0,0,1526,2320.5,5078.5,4046,1179.5,0,0,0,0,0,0,0,1071,4270,3839.5,4641,612.5,0,0,
White Lake Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.5,225,304.5,266,168,0,0,0,0,0,0,0,0,259,514.5,698,45.5,14.5,0,0,0,0,0,0,553,777,1078,1445.5,255.5,0,0,0,0,0,0,0,238,1085,2919,2376.5,0,0,0,0,0,0,0,0,396,707,2537.5,2457,294,0,0,0,0,0,0,0,308,381.5,2178,2093,294,0,0,0,0,0,0,0,784,864.5,1624,1533,112,0,0,0,0,0,0,0,808.5,794.5,1533,1550.5,154,0,0,
Whiteswan Lake Park,ok,0,0,0,7248.5,7934.5,25726.5,42052.5,46560,19095.5,1270.5,0,0,0,0,0,12600,21518.5,9947,23535,23855.5,13007,1039.5,0,0,0,0,0,4467,12824,10196,22054.5,60364.5,15267,30180.5,0,0,0,0,0,5238,30383.5,32413.5,31189,46091,12875.5,3353,0,0,0,0,0,0,27916,33106.5,34419,50232,19707,0,0,0,0,0,0,0,25101,17611.5,29748.5,47700.5,11399.5,0,0,0,0,0,0,0,17643,19102.5,33400.5,53271.5,26403,0,0,0,0,0,0,0,25871.5,26553,36805.5,44676.5,5138,0,0,0,0,0,0,0,21128.5,32602.5,33325.5,42352.5,34321,0,0,0,0,0,0,0,24117.5,24849.5,23934.5,20216.5,12227.5,0,0,
Yaaguun Suu Conservancy,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,93,173,445,341,122,0,0,0,0,0,0,0,171,0,0,0,0,0,0,
Yahk Park,ok,0,0,0,0,1179.5,3171,6177.5,4284,1960,0,0,0,0,0,0,0,1400,3157,5673.5,5729.5,2681,0,0,0,0,0,0,0,1407,3479,6926.5,5047,2702,0,0,0,0,0,0,0,1053.5,2884,5715.5,6223,2509.5,0,0,0,0,0,0,0,3748.5,3017,5596.5,6625.5,3622.5,0,0,0,0,0,0,0,3762.5,3717,5701.5,5029.5,2352,0,0,0,0,0,0,0,3311,5330.5,4161.5,5820.5,3255,0,0,0,0,0,0,0,3699.5,3794,6538,6027,4553.5,0,0,0,0,0,0,0,3591,3493,5467,4830,3279.5,0,0,0,0,0,0,0,3290,5015.5,6520.5,6023.5,3003,0,0,
Yard Creek Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,46,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
